Age,,Height (cm),Weight (kg),,Workout Duration (mins),,Heart Rate (bpm),Steps Taken,Distance (km),Workout Intensity,Sleep Hours,Water Intake (liters),Daily Calories Intake,Resting Heart Rate (bpm),VO2 Max,Body Fat (%)
21,,184,110,,46,,150,9360,6.31,High,6.9,1.9,2809,71,38.4,28.5
23,,165,103,,20,,121,12814,1,Low,8.9,1.9,3457,53,38.4,28.5
36,,199,52,,109,,147,16723,9.34,High,7,1.9,3311,82,38.4,28.5
28,,177,112,,87,,126,2264,4.6,High,4.7,1.9,2798,84,38.4,28.5
32,,199,74,,62,,135,4223,0.88,Low,6.5,1.9,1987,83,38.4,28.5
57,,177,110,,86,,175,12669,3.16,Medium,9.2,1.9,1917,84,38.4,28.5
29,,175,56,,47,,153,16528,0.84,High,5.9,1.9,3165,51,38.4,28.5
34,,152,64,,92,,112,10649,3.71,Low,8.8,1.9,2369,73,38.4,28.5
50,,181,73,,98,,85,9137,14.24,Low,4,1.9,2634,62,38.4,28.5
26,,153,101,,22,,108,16825,10.45,Low,7.9,1.9,2608,86,38.4,28.5
28,,192,52,,105,,105,12696,5.5,Medium,5.1,1.9,3691,82,38.4,28.5
58,,151,118,,93,,143,8378,6.77,High,5.8,1.9,2628,67,38.4,28.5
33,,162,53,,58,,91,1874,4.19,High,7.4,1.9,3038,62,38.4,28.5
58,,158,60,,66,,160,8404,14.67,Medium,6.3,1.9,2374,60,38.4,28.5
21,,185,73,,111,,108,3343,11.72,High,8.4,1.9,2340,69,38.4,28.5
53,,180,116,,90,,156,1024,2.26,Medium,7,1.9,1707,72,38.4,28.5
39,,157,82,,42,,119,6347,10.21,High,9.5,1.9,1520,56,38.4,28.5
44,,151,61,,93,,124,7937,3.62,Medium,6.6,1.9,2822,54,38.4,28.5
59,,170,69,,92,,80,15258,9.03,Medium,7.5,1.9,3418,69,38.4,28.5
37,,195,99,,33,,178,19814,4.96,Low,5.9,1.9,2530,68,38.4,28.5
58,,150,117,,46,,82,10258,10.47,Medium,8.5,1.9,3656,73,38.4,28.5
20,,185,113,,17,,103,8192,1.35,Medium,7.4,1.9,2043,67,38.4,28.5
39,,187,111,,67,,161,9661,13.08,Low,9.4,1.9,2973,53,38.4,28.5
39,,179,61,,75,,142,2976,4.18,Medium,4.4,1.9,2685,57,38.4,28.5
33,,192,77,,84,,107,18962,8.72,Medium,9.3,1.9,3487,71,38.4,28.5
19,,174,110,,66,,137,10873,13.94,Medium,8.5,1.9,3971,67,38.4,28.5
32,,158,58,,83,,164,16209,3.15,Low,5.9,1.9,2961,55,38.4,28.5
32,,194,67,,36,,138,10692,3.13,Low,5.5,1.9,3825,66,38.4,28.5
44,,157,100,,68,,97,2508,9.84,Low,4.9,1.9,2037,71,38.4,28.5
37,,184,91,,48,,136,7998,11.34,Medium,7.2,1.9,1829,77,38.4,28.5
33,,167,53,,10,,145,12284,1.97,High,7.2,1.9,2877,85,38.4,28.5
49,,175,90,,98,,177,19364,6.27,Medium,9,1.9,3138,80,38.4,28.5
44,,188,53,,110,,145,1955,1.69,Low,8,1.9,3421,73,38.4,28.5
37,,162,98,,27,,106,2284,1.75,Medium,8.1,1.9,2063,78,38.4,28.5
34,,191,102,,23,,147,7220,8.06,High,6.2,1.9,2379,81,38.4,28.5
41,,165,79,,44,,125,12511,9.63,Low,4,1.9,3917,86,38.4,28.5
29,,176,64,,20,,170,6647,10.1,High,4.1,1.9,3170,75,38.4,28.5
45,,165,78,,40,,88,2170,6.61,High,7.7,1.9,3138,88,38.4,28.5
39,,178,51,,44,,170,8581,14,Medium,9.4,1.9,3609,60,38.4,28.5
41,,157,95,,54,,106,18643,2.9,Low,8,1.9,1746,73,38.4,28.5
30,,194,96,,73,,155,19019,7.14,High,6.9,1.9,2302,52,38.4,28.5
54,,186,95,,88,,135,16740,1.69,High,8.1,1.9,2796,86,38.4,28.5
57,,154,65,,71,,165,8401,13.31,Low,9,1.9,3532,54,38.4,28.5
43,,192,98,,33,,139,4702,12.6,Low,5.9,1.9,3198,87,38.4,28.5
38,,171,78,,98,,137,8292,9.82,Low,9.1,1.9,3334,67,38.4,28.5
28,,186,110,,116,,124,10228,3.86,Medium,6.6,1.9,3033,78,38.4,28.5
58,,185,66,,86,,124,15295,10.48,Medium,4.3,1.9,3760,84,38.4,28.5
33,,186,92,,98,,171,12008,10.47,Low,7.4,1.9,2791,76,38.4,28.5
34,,156,88,,113,,174,10251,6.93,High,8.5,1.9,3787,66,38.4,28.5
45,,180,97,,15,,164,4860,11.96,Low,7.6,1.9,1649,66,38.4,28.5
28,,164,67,,47,,120,19544,0.66,Medium,6.1,1.9,3797,50,38.4,28.5
26,,190,116,,64,,141,17186,2.46,Medium,9,1.9,3574,88,38.4,28.5
24,,168,56,,25,,90,11309,2.63,Low,6,1.9,2728,88,38.4,28.5
22,,154,100,,87,,102,19191,10.85,High,4.4,1.9,3383,77,38.4,28.5
42,,162,101,,18,,90,6745,12.53,Low,5.4,1.9,2192,83,38.4,28.5
42,,185,60,,48,,87,4789,11.65,Low,9.9,1.9,3192,85,38.4,28.5
30,,191,56,,57,,84,19273,14.92,High,6.6,1.9,2959,77,38.4,28.5
30,,170,110,,112,,150,4086,11.13,Medium,9.4,1.9,3821,88,38.4,28.5
30,,173,114,,68,,178,12456,2.4,High,6.2,1.9,2542,69,38.4,28.5
41,,160,115,,17,,122,16857,3.71,Low,9.8,1.9,3172,54,38.4,28.5
38,,181,53,,95,,98,18542,10.42,Low,6.7,1.9,2087,87,38.4,28.5
58,,156,69,,100,,84,16582,4.55,High,9.6,1.9,3056,54,38.4,28.5
20,,164,91,,47,,146,17759,1.22,Medium,8.6,1.9,2718,52,38.4,28.5
44,,194,55,,26,,157,13762,12.08,Medium,5.8,1.9,3741,78,38.4,28.5
57,,176,96,,52,,155,18152,11.76,Low,4.3,1.9,1724,67,38.4,28.5
29,,196,84,,116,,157,16849,1.13,High,7.1,1.9,3232,60,38.4,28.5
20,,174,115,,114,,103,2457,10.47,Medium,5.9,1.9,3150,52,38.4,28.5
59,,161,119,,63,,81,8356,13.16,Medium,4.7,1.9,3159,57,38.4,28.5
57,,167,108,,41,,160,13150,10.42,Medium,5.8,1.9,2851,56,38.4,28.5
51,,157,106,,15,,148,18312,13.49,High,5.5,1.9,3266,86,38.4,28.5
35,,191,56,,21,,134,9408,8.95,Low,5.7,1.9,2256,71,38.4,28.5
47,,160,91,,113,,163,7881,12.8,Low,4,1.9,3192,59,38.4,28.5
36,,150,82,,50,,129,3485,6.36,Low,5.5,1.9,2994,58,38.4,28.5
53,,162,64,,113,,143,7505,12.86,High,7.9,1.9,2204,69,38.4,28.5
44,,195,75,,22,,95,3673,7.5,High,4,1.9,3326,56,38.4,28.5
38,,192,116,,68,,119,8271,11.69,Medium,8.6,1.9,2000,55,38.4,28.5
20,,198,100,,75,,160,7964,2.96,High,8.5,1.9,1894,79,38.4,28.5
24,,194,53,,86,,138,5147,8.14,High,6.9,1.9,2788,89,38.4,28.5
26,,181,97,,90,,166,8109,3.06,Medium,9.5,1.9,1608,72,38.4,28.5
29,,174,107,,22,,105,12744,0.8,Medium,8,1.9,3846,77,38.4,28.5
47,,153,115,,78,,85,6000,6.86,Medium,5.7,1.9,2526,87,38.4,28.5
40,,155,52,,10,,98,11069,7.69,High,8.4,1.9,2322,54,38.4,28.5
21,,154,66,,34,,176,7844,0.69,Medium,5.8,1.9,3036,63,38.4,28.5
52,,167,74,,87,,98,5032,6.27,High,8.6,1.9,3488,52,38.4,28.5
55,,184,91,,36,,174,15197,0.71,Low,5.9,1.9,3491,56,38.4,28.5
59,,159,93,,22,,178,11008,10.05,Medium,9.5,1.9,3558,84,38.4,28.5
47,,173,106,,105,,169,14755,2.34,Low,8.6,1.9,2918,77,38.4,28.5
55,,150,59,,25,,164,7564,5.43,Medium,6.6,1.9,3855,64,38.4,28.5
50,,155,69,,21,,127,10659,12.08,Low,9,1.9,3055,72,38.4,28.5
54,,179,96,,119,,179,3453,12.82,Medium,4.6,1.9,3030,89,38.4,28.5
49,,180,114,,34,,123,11048,1.05,High,10,1.9,3041,60,38.4,28.5
58,,160,85,,65,,175,9353,10.78,High,6.9,1.9,3423,65,38.4,28.5
24,,179,108,,114,,101,13844,12.88,Medium,8.7,1.9,1881,86,38.4,28.5
18,,197,81,,49,,139,10587,4.59,Medium,8.5,1.9,1636,74,38.4,28.5
49,,155,70,,111,,161,9302,3.7,Medium,9.1,1.9,3340,63,38.4,28.5
50,,199,74,,10,,162,15171,7.74,Medium,6.5,1.9,1579,64,38.4,28.5
36,,177,73,,73,,159,6055,8.98,Medium,4.8,1.9,2475,77,38.4,28.5
40,,163,58,,99,,142,5177,11.34,Medium,6.9,1.9,1612,52,38.4,28.5
27,,189,100,,64,,152,8412,13.8,Low,5.6,1.9,3617,53,38.4,28.5
44,,167,82,,62,,101,5730,11.34,Medium,4,1.9,2732,58,38.4,28.5
58,,190,72,,28,,115,17779,10.78,Low,5.6,1.9,2191,60,38.4,28.5
29,,177,111,,85,,95,10954,11.39,High,5.8,1.9,2596,65,38.4,28.5
52,,158,70,,34,,172,12833,13.42,Medium,5.5,1.9,2643,54,38.4,28.5
27,,179,102,,88,,123,11847,14.11,High,5.6,1.9,2659,65,38.4,28.5
37,,183,81,,103,,81,16129,15,Medium,6.1,1.9,2264,50,38.4,28.5
49,,165,90,,28,,91,18268,1.38,Low,9.9,1.9,2775,87,38.4,28.5
53,,159,97,,119,,148,16273,1.92,High,6.8,1.9,3014,85,38.4,28.5
46,,151,79,,31,,89,10195,10.04,Low,6.5,1.9,1617,65,38.4,28.5
56,,175,56,,44,,164,11637,4.85,Low,4.8,1.9,2318,65,38.4,28.5
46,,164,102,,17,,150,19581,3.77,Low,7.7,1.9,1894,60,38.4,28.5
45,,194,105,,16,,136,7658,4.07,Low,8.7,1.9,1556,55,38.4,28.5
34,,167,114,,55,,102,1018,4.64,Low,4.5,1.9,2881,72,38.4,28.5
19,,155,64,,50,,166,17200,5.25,Medium,8.8,1.9,3080,51,38.4,28.5
22,,154,76,,47,,103,14490,11.28,Low,4.9,1.9,2299,61,38.4,28.5
43,,186,78,,17,,82,9056,8.33,High,6.3,1.9,3114,65,38.4,28.5
49,,193,92,,25,,146,9231,7.85,Low,4.9,1.9,2296,67,38.4,28.5
26,,181,51,,102,,117,11312,0.91,Medium,8,1.9,2773,51,38.4,28.5
49,,187,90,,13,,152,9915,4.54,High,4.1,1.9,3863,56,38.4,28.5
22,,174,60,,107,,134,5973,7.59,Medium,5.5,1.9,1742,58,38.4,28.5
57,,187,84,,80,,166,10491,10.08,Medium,9.7,1.9,2685,73,38.4,28.5
40,,174,71,,19,,178,13209,5.75,Medium,7.5,1.9,3870,52,38.4,28.5
23,,178,102,,23,,142,3032,12.82,High,6.7,1.9,1513,64,38.4,28.5
30,,180,84,,118,,98,11736,2.43,Medium,8.3,1.9,3203,68,38.4,28.5
42,,185,61,,85,,151,10763,12.18,High,7.6,1.9,2786,82,38.4,28.5
47,,194,107,,28,,131,6528,13.46,Medium,9.8,1.9,3138,78,38.4,28.5
54,,184,81,,76,,123,14732,2.6,High,9,1.9,1864,77,38.4,28.5
51,,192,112,,26,,129,10774,10.3,Low,6.6,1.9,2584,64,38.4,28.5
53,,166,58,,33,,127,4095,3.47,Medium,8.4,1.9,2248,52,38.4,28.5
36,,196,86,,105,,150,2261,2.39,Low,4.7,1.9,1986,58,38.4,28.5
28,,162,81,,33,,169,11585,6.16,Low,8.2,1.9,3010,75,38.4,28.5
35,,190,89,,86,,151,3439,4.66,Medium,9.1,1.9,2633,58,38.4,28.5
58,,158,95,,48,,100,8016,11.27,Low,5.1,1.9,2760,71,38.4,28.5
30,,196,57,,59,,112,7263,1.79,Low,9.5,1.9,1681,76,38.4,28.5
19,,180,90,,98,,160,5607,8.74,Medium,6.6,1.9,1936,58,38.4,28.5
43,,170,62,,21,,105,10153,14.13,Medium,9.7,1.9,2297,75,38.4,28.5
27,,170,89,,58,,159,1229,4.22,Medium,8.8,1.9,2702,89,38.4,28.5
25,,168,74,,31,,93,13730,9.19,Medium,4.5,1.9,3726,64,38.4,28.5
39,,182,88,,79,,118,10304,5.43,Medium,5.1,1.9,2455,51,38.4,28.5
51,,154,64,,19,,132,10590,13.03,Medium,7,1.9,2132,51,38.4,28.5
38,,196,98,,14,,125,4562,9.71,Low,7.6,1.9,3624,85,38.4,28.5
51,,185,52,,38,,173,12410,6.62,High,8.2,1.9,2905,79,38.4,28.5
23,,183,114,,84,,171,1966,10.17,Medium,9.1,1.9,3117,65,38.4,28.5
38,,196,88,,36,,138,15979,10.82,Medium,4.6,1.9,3322,53,38.4,28.5
18,,170,89,,10,,95,11300,5.87,Low,7.5,1.9,2909,79,38.4,28.5
59,,163,106,,66,,160,2364,10.54,Medium,6.2,1.9,3610,57,38.4,28.5
50,,170,76,,10,,167,18400,3.4,Low,8.9,1.9,3459,68,38.4,28.5
21,,192,67,,98,,178,11237,10.73,High,6.6,1.9,3692,50,38.4,28.5
40,,155,112,,43,,93,12927,12.88,High,7.4,1.9,2902,58,38.4,28.5
56,,165,56,,23,,103,12526,11.06,Low,6.7,1.9,2825,58,38.4,28.5
48,,176,95,,84,,107,6367,7.28,Medium,6.6,1.9,1979,87,38.4,28.5
59,,177,69,,74,,103,10097,14.43,High,9.6,1.9,3757,66,38.4,28.5
50,,188,114,,86,,167,7625,9.25,Medium,9.2,1.9,3477,76,38.4,28.5
38,,167,102,,95,,133,12413,1.81,Low,4.7,1.9,3476,54,38.4,28.5
19,,182,111,,74,,118,8562,14.48,Low,9.3,1.9,3407,50,38.4,28.5
56,,159,56,,105,,164,7505,7.37,Low,5.3,1.9,3363,63,38.4,28.5
46,,195,57,,54,,160,1542,5.84,Medium,5,1.9,3807,75,38.4,28.5
43,,162,60,,56,,158,14880,1.18,High,6.3,1.9,2208,74,38.4,28.5
37,,156,82,,15,,157,10022,2.88,Low,4.1,1.9,3240,51,38.4,28.5
32,,185,64,,26,,153,17691,2.04,Medium,7.4,1.9,1742,77,38.4,28.5
54,,178,109,,115,,137,15183,3.42,High,6.6,1.9,3987,88,38.4,28.5
37,,178,88,,101,,164,12056,12.5,Medium,6,1.9,2841,82,38.4,28.5
42,,174,103,,88,,179,12544,13.15,Medium,4.1,1.9,1651,53,38.4,28.5
41,,153,117,,93,,149,7324,3.94,High,6.1,1.9,2868,89,38.4,28.5
30,,154,112,,49,,91,15037,3.92,Medium,9.3,1.9,3568,87,38.4,28.5
55,,166,76,,41,,110,7782,6.36,Low,4,1.9,1726,71,38.4,28.5
49,,176,61,,115,,177,8724,7.11,Low,9.2,1.9,2843,54,38.4,28.5
18,,196,101,,80,,161,18790,13.69,Low,5.9,1.9,3780,52,38.4,28.5
34,,174,98,,53,,89,15103,13.96,High,6.8,1.9,2486,51,38.4,28.5
20,,164,97,,79,,168,7057,11.04,Medium,8.7,1.9,2292,86,38.4,28.5
35,,194,100,,92,,113,11403,9.86,Low,4.4,1.9,2329,59,38.4,28.5
28,,170,73,,111,,122,7727,8.83,High,5.4,1.9,1922,77,38.4,28.5
56,,162,53,,47,,179,3453,1.48,High,9,1.9,3177,58,38.4,28.5
18,,168,78,,98,,103,13022,6.64,High,8.2,1.9,1878,57,38.4,28.5
57,,162,75,,90,,123,5510,12.37,Medium,5.4,1.9,3015,62,38.4,28.5
29,,165,102,,45,,114,18380,12.89,Medium,7.6,1.9,1854,70,38.4,28.5
59,,152,92,,49,,104,11034,5.7,Low,7.8,1.9,1936,55,38.4,28.5
27,,193,82,,93,,139,4663,6.67,Low,5.5,1.9,3467,55,38.4,28.5
55,,190,63,,40,,104,3287,11.96,Low,7.5,1.9,3228,76,38.4,28.5
42,,199,80,,115,,97,1658,7.09,High,9.7,1.9,2504,51,38.4,28.5
29,,197,74,,59,,158,14714,14.21,High,8.2,1.9,2710,82,38.4,28.5
30,,162,66,,102,,169,9591,5.42,High,7.5,1.9,3900,81,38.4,28.5
36,,166,87,,24,,121,12421,1.79,Medium,4.4,1.9,3887,80,38.4,28.5
44,,154,78,,97,,107,5845,8.22,Medium,9.8,1.9,2470,69,38.4,28.5
29,,192,112,,38,,148,19525,0.91,Low,8,1.9,2315,62,38.4,28.5
27,,153,71,,40,,173,18201,14.57,Medium,5.3,1.9,2067,65,38.4,28.5
23,,187,110,,36,,99,6987,12.68,Low,8.1,1.9,3336,75,38.4,28.5
43,,174,103,,106,,129,17630,6.69,High,4.9,1.9,3968,64,38.4,28.5
42,,188,102,,89,,157,15547,6.47,Medium,7.6,1.9,1590,88,38.4,28.5
34,,187,61,,103,,93,18649,12.22,High,8.9,1.9,2072,81,38.4,28.5
51,,172,71,,19,,137,3291,4.37,Medium,9.6,1.9,2201,84,38.4,28.5
56,,166,64,,80,,163,14556,7.22,High,6.3,1.9,1730,79,38.4,28.5
58,,166,79,,14,,153,16270,1.45,Medium,4.8,1.9,2709,87,38.4,28.5
22,,165,109,,65,,81,2786,9.24,High,5.6,1.9,2623,86,38.4,28.5
30,,156,68,,13,,109,18902,12.29,Low,7.3,1.9,3597,73,38.4,28.5
23,,154,105,,63,,95,5989,10.33,High,5.3,1.9,1899,84,38.4,28.5
45,,158,106,,50,,108,13104,12.3,Medium,6.3,1.9,2101,88,38.4,28.5
50,,166,68,,22,,175,19335,8.97,Medium,4.5,1.9,3533,88,38.4,28.5
25,,173,117,,74,,105,15964,4.66,Low,4.8,1.9,2423,64,38.4,28.5
31,,166,90,,118,,171,19826,5.09,Medium,4.1,1.9,1526,86,38.4,28.5
46,,177,105,,118,,91,13160,12.73,Low,8.3,1.9,2250,81,38.4,28.5
58,,182,95,,31,,110,17590,5.8,High,6.2,1.9,2248,77,38.4,28.5
38,,152,71,,68,,139,11976,5.76,Low,4.2,1.9,3822,58,38.4,28.5
48,,151,66,,73,,96,3329,1.66,High,6.8,1.9,2724,86,38.4,28.5
29,,169,65,,59,,158,12567,5.94,Medium,9.6,1.9,2234,64,38.4,28.5
42,,160,104,,56,,86,8086,2.63,High,7.9,1.9,3837,68,38.4,28.5
31,,188,74,,102,,94,4274,1.93,Low,8.1,1.9,3082,60,38.4,28.5
24,,160,53,,77,,95,8881,5.89,Medium,6.1,1.9,3652,51,38.4,28.5
24,,188,74,,83,,141,4970,4.86,Medium,8.6,1.9,3989,59,38.4,28.5
40,,186,83,,12,,137,19354,9.36,Medium,8.4,1.9,1846,66,38.4,28.5
53,,157,106,,41,,136,9342,11.77,Low,5.7,1.9,3977,72,38.4,28.5
31,,173,110,,75,,150,10536,2.25,Medium,9,1.9,3458,54,38.4,28.5
29,,187,53,,42,,95,16246,6.8,High,6.7,1.9,1559,85,38.4,28.5
27,,177,113,,119,,175,4567,4.47,Medium,8.4,1.9,2969,76,38.4,28.5
40,,196,72,,57,,110,3016,3.85,High,8.8,1.9,2598,56,38.4,28.5
57,,194,116,,33,,101,6468,12.52,High,8.8,1.9,1655,80,38.4,28.5
20,,170,83,,74,,97,15211,4.39,Low,5,1.9,2781,71,38.4,28.5
29,,190,56,,38,,176,3622,9.76,Low,9.9,1.9,2101,56,38.4,28.5
44,,156,119,,59,,143,9632,1.92,Medium,10,1.9,3284,57,38.4,28.5
32,,175,119,,22,,165,7668,14.76,Low,9.5,1.9,2377,78,38.4,28.5
45,,183,106,,23,,175,19547,14.99,High,4.7,1.9,1586,86,38.4,28.5
52,,177,100,,91,,179,8000,14.35,Low,5,1.9,3001,87,38.4,28.5
50,,199,99,,64,,128,4975,14.21,Medium,8.7,1.9,1928,78,38.4,28.5
18,,183,79,,39,,106,9423,11.23,Medium,5.2,1.9,2243,66,38.4,28.5
25,,156,75,,52,,115,1199,13.37,Medium,4.4,1.9,2033,54,38.4,28.5
29,,154,100,,18,,142,12987,5.73,Medium,9.6,1.9,2207,84,38.4,28.5
43,,192,64,,113,,142,18868,7.79,Medium,9.8,1.9,3987,79,38.4,28.5
26,,172,58,,103,,100,16359,9.67,Medium,7.2,1.9,2942,72,38.4,28.5
19,,152,62,,41,,132,17683,11.89,Medium,7.1,1.9,1617,56,38.4,28.5
31,,181,62,,101,,96,2187,3.08,High,4.1,1.9,1590,59,38.4,28.5
38,,182,100,,41,,129,2994,14.3,High,9,1.9,2257,53,38.4,28.5
28,,176,54,,28,,118,11054,8.96,Low,5.7,1.9,3978,53,38.4,28.5
58,,170,115,,81,,99,17289,10.09,Low,9.5,1.9,2483,50,38.4,28.5
41,,167,86,,65,,94,9955,8.12,High,8.4,1.9,2874,83,38.4,28.5
38,,155,77,,99,,161,5656,3.42,Medium,8.2,1.9,2670,52,38.4,28.5
35,,161,119,,68,,162,3696,5.68,Medium,6.3,1.9,2721,57,38.4,28.5
52,,183,107,,29,,144,8476,8.53,Medium,5.8,1.9,1618,86,38.4,28.5
35,,186,97,,18,,103,11781,9.1,Low,5.7,1.9,3365,73,38.4,28.5
24,,152,101,,37,,81,2842,11.5,High,4.8,1.9,3343,61,38.4,28.5
30,,177,72,,66,,179,8379,3.98,High,5.2,1.9,2438,59,38.4,28.5
35,,180,107,,23,,114,18217,1.8,High,5.3,1.9,2561,65,38.4,28.5
28,,172,63,,79,,158,4205,3.27,Low,6.6,1.9,3595,53,38.4,28.5
30,,197,51,,115,,139,12243,13.78,High,4.6,1.9,2749,88,38.4,28.5
27,,184,100,,28,,116,9671,14.06,Medium,9.3,1.9,2603,51,38.4,28.5
40,,196,113,,63,,140,16403,8.13,Low,7.9,1.9,3061,62,38.4,28.5
45,,158,62,,111,,127,9461,9.66,Low,7.5,1.9,3299,66,38.4,28.5
41,,182,96,,104,,107,16353,11.44,High,8,1.9,3040,67,38.4,28.5
29,,192,78,,47,,131,8985,6.58,High,8,1.9,3744,66,38.4,28.5
46,,166,117,,44,,95,3832,2.2,Medium,5.5,1.9,1651,57,38.4,28.5
36,,187,98,,112,,122,7966,14.48,Low,6.8,1.9,1710,66,38.4,28.5
58,,192,101,,73,,84,8584,7.33,Medium,8.8,1.9,2019,52,38.4,28.5
19,,177,73,,50,,113,2503,2.87,High,6.7,1.9,2566,76,38.4,28.5
51,,168,64,,49,,163,3221,7.03,High,4.4,1.9,3194,78,38.4,28.5
38,,153,88,,50,,110,14914,4.18,Medium,10,1.9,3580,78,38.4,28.5
20,,153,86,,115,,153,12739,1.62,Medium,9.2,1.9,2460,71,38.4,28.5
56,,166,61,,114,,102,1400,6.57,Medium,5.3,1.9,3735,87,38.4,28.5
20,,199,101,,62,,124,7584,1.62,High,7.1,1.9,2493,52,38.4,28.5
52,,196,59,,22,,176,1733,13.64,Low,10,1.9,2252,80,38.4,28.5
30,,156,106,,26,,174,15314,12.03,Medium,8.5,1.9,3699,73,38.4,28.5
27,,154,55,,106,,137,4574,4.77,Low,6.8,1.9,3774,53,38.4,28.5
36,,199,61,,31,,171,18706,12.01,Low,6.1,1.9,1798,76,38.4,28.5
27,,171,70,,28,,165,17352,5.25,High,7.2,1.9,2509,81,38.4,28.5
31,,172,86,,24,,126,10861,6.84,Medium,7.9,1.9,3305,81,38.4,28.5
44,,161,50,,40,,158,5341,14.35,Low,8.5,1.9,3520,78,38.4,28.5
25,,173,58,,79,,163,2484,2.84,Low,7.5,1.9,2704,54,38.4,28.5
41,,161,115,,69,,176,11459,3.44,High,7.6,1.9,2085,87,38.4,28.5
59,,168,53,,54,,178,3461,6.16,High,6.3,1.9,2757,68,38.4,28.5
50,,156,77,,11,,92,9395,10.1,Medium,8.9,1.9,3112,73,38.4,28.5
59,,172,100,,40,,113,2304,10.11,Low,6.4,1.9,1818,53,38.4,28.5
37,,184,70,,26,,128,15993,2.13,Low,7.3,1.9,2977,65,38.4,28.5
49,,189,106,,65,,146,15473,5.64,Low,9.5,1.9,1825,74,38.4,28.5
22,,181,71,,75,,136,17761,8.91,High,8.7,1.9,1628,74,38.4,28.5
55,,173,64,,90,,133,18122,2.24,High,4.5,1.9,3564,85,38.4,28.5
46,,196,58,,110,,130,7742,14.12,Medium,4.7,1.9,3500,56,38.4,28.5
53,,171,108,,44,,173,2230,3.49,High,9.1,1.9,1776,85,38.4,28.5
31,,158,69,,106,,139,3539,9.18,Low,4,1.9,3004,61,38.4,28.5
28,,170,58,,43,,116,8160,14.82,Low,6.9,1.9,2538,79,38.4,28.5
49,,181,60,,74,,98,18287,13.38,Low,9.5,1.9,2098,80,38.4,28.5
40,,173,55,,11,,149,10878,7.14,High,8.2,1.9,3665,54,38.4,28.5
21,,161,67,,87,,100,17174,2.78,Medium,7.7,1.9,3347,54,38.4,28.5
33,,192,119,,58,,169,15457,12.06,Low,7.4,1.9,3386,80,38.4,28.5
41,,153,51,,27,,134,10722,2.84,High,4.6,1.9,2388,75,38.4,28.5
32,,177,77,,69,,154,19755,8.84,Medium,9.3,1.9,2069,56,38.4,28.5
49,,175,76,,18,,159,18466,10.75,Low,9.7,1.9,3995,76,38.4,28.5
55,,184,61,,48,,160,9335,14.94,Low,8.9,1.9,3355,53,38.4,28.5
46,,161,98,,34,,161,3289,6.13,High,9.4,1.9,3419,78,38.4,28.5
37,,195,56,,43,,147,9217,8.71,Medium,4.1,1.9,3490,70,38.4,28.5
55,,189,65,,36,,94,2535,14.91,High,5.7,1.9,1943,61,38.4,28.5
36,,170,91,,60,,172,6637,4.89,Low,8.1,1.9,3450,74,38.4,28.5
22,,165,95,,81,,149,3397,12.91,High,7,1.9,3832,70,38.4,28.5
39,,165,57,,28,,116,8459,11.52,High,9.8,1.9,2792,86,38.4,28.5
52,,174,61,,47,,173,16526,2,High,6.8,1.9,2438,53,38.4,28.5
25,,167,115,,33,,82,15541,3.45,Medium,8.3,1.9,2685,77,38.4,28.5
40,,198,72,,111,,132,11542,13.05,Low,5.3,1.9,2868,87,38.4,28.5
20,,183,75,,46,,103,6902,14.54,Low,9.8,1.9,2368,81,38.4,28.5
41,,175,95,,48,,110,8942,8.07,High,4.3,1.9,3543,75,38.4,28.5
32,,170,96,,91,,138,17873,9.3,Medium,6.4,1.9,3679,62,38.4,28.5
58,,171,61,,104,,112,16504,8.02,High,5.7,1.9,2348,76,38.4,28.5
23,,166,50,,76,,110,18952,5.49,Medium,5.7,1.9,2688,86,38.4,28.5
38,,193,96,,56,,93,5289,3.98,Low,8.9,1.9,2400,71,38.4,28.5
46,,192,84,,113,,127,9491,13.66,Medium,8.3,1.9,3431,57,38.4,28.5
45,,154,92,,57,,121,15723,2.77,Medium,4.3,1.9,1999,59,38.4,28.5
34,,174,55,,26,,146,6061,5.8,High,6.7,1.9,1812,78,38.4,28.5
50,,183,96,,95,,123,18161,5.05,High,8.5,1.9,2786,77,38.4,28.5
50,,167,54,,72,,175,8521,4.87,Low,9.3,1.9,1982,80,38.4,28.5
34,,183,71,,68,,97,10010,13.5,High,8.5,1.9,1602,63,38.4,28.5
35,,180,114,,79,,107,9366,1.96,Low,4.7,1.9,2827,84,38.4,28.5
52,,197,83,,54,,148,17180,14.25,Low,8.5,1.9,3706,63,38.4,28.5
24,,188,89,,20,,104,14598,1.9,High,7.1,1.9,3057,78,38.4,28.5
25,,198,71,,77,,174,4611,5.54,High,6.2,1.9,2302,74,38.4,28.5
20,,197,117,,118,,139,18193,0.67,Medium,4.1,1.9,2902,74,38.4,28.5
40,,160,84,,17,,160,9173,6.74,Low,5.1,1.9,3647,55,38.4,28.5
56,,169,67,,84,,120,7039,4.07,Medium,9.2,1.9,3523,81,38.4,28.5
18,,190,106,,100,,142,11205,14.94,High,5,1.9,1918,69,38.4,28.5
24,,167,55,,45,,95,16045,14.39,High,7.9,1.9,3071,85,38.4,28.5
52,,185,91,,33,,162,17846,5.88,Medium,8.4,1.9,1889,67,38.4,28.5
57,,189,63,,81,,107,2357,9.53,Medium,6.3,1.9,3430,67,38.4,28.5
